city,file,node_id,street,walk,side,seq,cardinal,usable,exclude_reason,osm_name,typology,face_id,vertical_greenery_median_round,vertical_greenery_median,vertical_hardscape_median_round,vertical_hardscape_median,green_eye_level_median_round,green_eye_level_median,sky_openness_median_round,sky_openness_median,walkable_ground_median_round,walkable_ground_median,green_softening_median_round,green_softening_median,signage_detail_median_round,signage_detail_median,facade_variation_median_round,facade_variation_median,ground_floor_activity_median_round,ground_floor_activity_median,resting_affordance_median_round,resting_affordance_median,arc_vegetation,arc_sky,arc_building,H_m,W_facade,HW_facade,HW_effective,HW_source,node_GVI,node_VEI,node_SVF_band,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7,indoor,sky_share,road_share,ceiling_share
City of London,coleman_street/north_to_south/011_n00418_S_L.jpg,n00418,coleman_street,north_to_south,L,11,S,True,,coleman_street,,,1,1.0368035348636706,7,6.607053347654851,2,1.5711123408965135,2,1.9157159155733028,5,5.416633663366337,1,1.3747108026339208,5,4.586130306021718,5,4.894630378815741,5,5.436257876878333,1,1.3083251873574455,,,,,,,,,,,,1,7,1,1,6,1,6,5,6,1,0.9279,0.036,0.015,0.0038,0.0055,0.0038,0.008,0.0023,0.0048,0.0245,0.0357,0.1412,0.2328,0.5586,0.4641,0.3614,0.0712,0.0204,0.0231,0.0336,0.0262,0.3506,0.3506,0.129,0.0782,0.0474,0.0369,0.0073,0.0126,0.0342,0.0929,0.1352,0.2525,0.3674,0.1053,0.5619,0.2654,0.0671,0.017,0.0247,0.0359,0.028,0.0512,0.0957,0.1578,0.1578,0.2026,0.2948,0.0399,0.0056,0.0325,0.1456,0.2118,0.2719,0.2719,0.0607,0.008,0.0359,0.1251,0.1418,0.2063,0.4368,0.046,0.6138,0.2559,0.0733,0.0185,0.0164,0.0144,0.0077,False,0.047312,0.114857,0.0
City of London,coleman_street/north_to_south/011_n00418_S_R.jpg,n00418,coleman_street,north_to_south,R,11,S,True,,coleman_street,,,1,1.0435564762320104,6,5.99341021416804,2,1.7423340961098397,3,3.1923506420993855,6,5.691431529899042,2,1.6247109826589596,6,5.7705788635156665,5,5.39922480620155,6,5.973112045223946,2,1.61627538071066,,,,,,,,,,,,1,7,2,2,6,1,6,6,6,1,0.9172,0.0457,0.019,0.0042,0.0055,0.0029,0.0055,0.0049,0.0118,0.0598,0.0677,0.2086,0.3035,0.3439,0.3857,0.437,0.0861,0.0247,0.0218,0.0279,0.0169,0.1395,0.23,0.1791,0.203,0.1395,0.0959,0.013,0.0103,0.0218,0.0671,0.0977,0.2343,0.3863,0.1825,0.4443,0.346,0.0875,0.0251,0.0284,0.0365,0.0322,0.0026,0.0117,0.0525,0.0982,0.1834,0.5649,0.0866,0.0021,0.0135,0.0776,0.1643,0.2709,0.3941,0.0776,0.0013,0.0046,0.0236,0.0389,0.1058,0.6899,0.1358,0.4586,0.3152,0.1314,0.0332,0.0293,0.0228,0.0095,False,0.014251,0.17907,0.0
City of London,coleman_street/north_to_south/012_n00417_S_L.jpg,n00417,coleman_street,north_to_south,L,12,S,True,,coleman_street,,,1,1.037855910267472,7,6.523007636577247,1,1.3541125541125543,2,2.052881017710152,5,5.167207040296433,1,1.220804782038198,5,4.657367044463819,5,5.194802989130435,6,5.529686457638426,1,1.3626173096976015,,,,,,,,,,,,1,7,1,2,6,1,6,6,6,1,0.9272,0.0407,0.017,0.0033,0.0043,0.0026,0.0049,0.0021,0.0057,0.0326,0.0419,0.1658,0.2412,0.5107,0.5775,0.3091,0.0537,0.0154,0.0136,0.0154,0.0154,0.2755,0.4009,0.1475,0.0789,0.0542,0.0373,0.0057,0.0482,0.0701,0.1309,0.1309,0.2159,0.3141,0.09,0.6859,0.1965,0.0438,0.0111,0.0142,0.0183,0.0301,0.031,0.0844,0.1787,0.1577,0.2294,0.2946,0.0242,0.0042,0.0274,0.1083,0.1576,0.2944,0.3336,0.0744,0.0198,0.0537,0.1288,0.1288,0.1654,0.4497,0.0537,0.5754,0.2718,0.0882,0.0223,0.0197,0.0153,0.0072,False,0.043252,0.223039,0.0
City of London,coleman_street/north_to_south/012_n00417_S_R.jpg,n00417,coleman_street,north_to_south,R,12,S,True,,coleman_street,,,1,1.016127364829939,6,6.340595497458242,1,1.3020799480013001,1,1.2502651113467658,6,5.854466467553625,1,1.2095456499928336,6,5.550743149094287,5,4.678657395025407,6,5.513317707223524,1,1.3836960399571887,,,,,,,,,,,,1,7,1,1,6,1,6,5,6,1,0.9673,0.0156,0.0065,0.0015,0.0024,0.0016,0.0051,0.0039,0.0094,0.0422,0.0479,0.167,0.2754,0.4541,0.6154,0.2907,0.0393,0.0128,0.0128,0.0145,0.0145,0.6601,0.1473,0.0893,0.0422,0.029,0.0226,0.0094,0.0183,0.0267,0.064,0.0725,0.1971,0.3683,0.2531,0.6977,0.1999,0.0394,0.01,0.0128,0.0164,0.0239,0.013,0.0454,0.1234,0.1234,0.1795,0.4306,0.0848,0.0128,0.0736,0.1766,0.1766,0.3739,0.1558,0.0307,0.0059,0.03,0.1047,0.1344,0.2217,0.4693,0.034,0.5606,0.2648,0.0974,0.0246,0.0217,0.0217,0.0091,False,0.0,0.044011,0.0
City of London,coleman_street/north_to_south/013_n00416_S_L.jpg,n00416,coleman_street,north_to_south,L,13,S,True,,coleman_street,,,3,2.7963986085533046,6,5.507978723404255,3,2.9597134132017855,3,2.9836381135707413,6,5.66683455049106,3,3.215211891208096,5,4.907764907764908,5,4.864349775784754,5,4.789935634874196,1,1.420330179929512,,,,,,,,,,,,3,5,3,2,6,3,6,5,6,1,0.1236,0.2308,0.4887,0.1236,0.0276,0.0042,0.0016,0.0131,0.0216,0.1097,0.0968,0.2632,0.2632,0.2323,0.074,0.2279,0.4257,0.1566,0.0838,0.0272,0.0047,0.126,0.2668,0.2078,0.1618,0.126,0.0982,0.0133,0.0073,0.0198,0.069,0.1004,0.2409,0.3971,0.1655,0.0706,0.1918,0.3162,0.1692,0.1494,0.0799,0.0229,0.0116,0.052,0.1414,0.2057,0.2331,0.3392,0.0169,0.0083,0.0479,0.1671,0.1671,0.3122,0.2431,0.0543,0.0381,0.0915,0.1709,0.1331,0.1709,0.3618,0.0337,0.5391,0.2886,0.1062,0.0237,0.0184,0.0163,0.0077,False,0.01731,0.229605,0.0
City of London,coleman_street/north_to_south/013_n00416_S_R.jpg,n00416,coleman_street,north_to_south,R,13,S,True,,coleman_street,,,1,1.0294773741236456,7,6.712910353535354,1,1.4188506177461626,2,2.0293920053745382,6,5.849808917197452,1,1.1687795010114632,5,5.193847450484618,5,4.800116720163408,6,5.613167475728155,2,1.8653204272363153,,,,,,,,,,,,1,7,1,1,6,1,6,5,6,1,0.9414,0.0284,0.0134,0.003,0.0044,0.003,0.0063,0.0026,0.0048,0.0246,0.0315,0.0972,0.2057,0.6336,0.5342,0.324,0.0638,0.0183,0.0183,0.0207,0.0207,0.3373,0.2977,0.1593,0.0966,0.0586,0.0403,0.0102,0.0134,0.0251,0.0682,0.0773,0.1854,0.3925,0.2381,0.7415,0.1654,0.0369,0.0082,0.012,0.0136,0.0224,0.0081,0.0412,0.127,0.1631,0.2373,0.3912,0.0321,0.0117,0.0675,0.1619,0.1619,0.3427,0.2079,0.0464,0.0048,0.0246,0.0859,0.125,0.2061,0.4944,0.0591,0.3847,0.2996,0.1817,0.0459,0.0406,0.0358,0.0116,False,0.037898,0.065376,0.0
City of London,coleman_street/north_to_south/014_n00415_S_L.jpg,n00415,coleman_street,north_to_south,L,14,S,True,,coleman_street,,,2,2.34375,6,5.792205393424455,3,2.7612699285321605,3,2.7212867012089808,5,4.8089314845024465,3,3.1027039848197346,5,5.1599937926753565,4,4.409669811320755,5,5.411526794742164,1,1.4558936825885982,,,,,,,,,,,,3,7,3,2,6,3,6,5,6,1,0.2704,0.2704,0.3472,0.0775,0.0252,0.0064,0.003,0.0034,0.0105,0.0604,0.0776,0.2707,0.2707,0.3067,0.1516,0.25,0.3638,0.1338,0.0558,0.0383,0.0067,0.1094,0.337,0.2316,0.1804,0.0852,0.0517,0.0048,0.0201,0.0547,0.1685,0.191,0.2452,0.2779,0.0426,0.0646,0.1757,0.4216,0.1757,0.0941,0.0571,0.0112,0.0041,0.0206,0.0923,0.1724,0.3222,0.3651,0.0233,0.0136,0.0884,0.212,0.212,0.2722,0.1651,0.0368,0.0143,0.0567,0.1359,0.12,0.1978,0.4187,0.0567,0.5192,0.3149,0.1022,0.0228,0.0178,0.0157,0.0074,False,0.121448,0.350363,0.0
City of London,coleman_street/north_to_south/014_n00415_S_R.jpg,n00415,coleman_street,north_to_south,R,14,S,True,,coleman_street,,,1,1.0538829018997888,6,5.6138790035587185,2,1.7289074869938925,4,3.972808441558441,6,5.504984768762116,2,1.50775424992544,5,5.101065929727596,5,4.984965461194636,6,5.68023479599692,1,1.37774045261669,,,,,,,,,,,,1,5,2,4,6,1,6,6,6,1,0.9001,0.0575,0.024,0.0047,0.0061,0.0029,0.0047,0.0058,0.0123,0.0805,0.0912,0.281,0.281,0.248,0.3902,0.4421,0.0871,0.022,0.0194,0.022,0.0171,0.0333,0.1494,0.1919,0.2464,0.1919,0.1693,0.0178,0.0159,0.0336,0.0913,0.1172,0.2482,0.3611,0.1328,0.4879,0.3353,0.0748,0.0189,0.0243,0.0275,0.0312,0.0076,0.0343,0.1356,0.1741,0.2533,0.3685,0.0267,0.0045,0.0294,0.1318,0.2172,0.2461,0.3161,0.0549,0.0074,0.0293,0.1023,0.1023,0.1687,0.5196,0.0703,0.5656,0.2672,0.0983,0.0248,0.0219,0.0151,0.0071,False,0.092358,0.376457,0.0
City of London,coleman_street/south_to_north/001_n00415_N_L.jpg,n00415,coleman_street,south_to_north,L,1,N,True,,coleman_street,,,1,1.019677251431546,7,6.744779055690072,1,1.4318052120981548,3,3.4029217719132894,6,6.363929146537842,1,1.176639344262295,5,4.663853727144867,5,4.943060498220641,6,5.703076923076923,1,1.3456525467329787,,,,,,,,,,,,1,7,1,2,7,1,6,5,6,1,0.9605,0.0199,0.0083,0.0019,0.0027,0.0016,0.005,0.0019,0.0035,0.0176,0.0256,0.1013,0.1893,0.6608,0.5257,0.3188,0.0628,0.0204,0.0231,0.0262,0.0231,0.0885,0.2122,0.2122,0.2122,0.1459,0.1136,0.0154,0.012,0.0136,0.0327,0.0327,0.1467,0.3105,0.4517,0.732,0.1633,0.0413,0.0092,0.0118,0.0172,0.025,0.0327,0.0889,0.1661,0.1661,0.2133,0.3104,0.0225,0.0102,0.0456,0.1406,0.1593,0.3372,0.2318,0.0753,0.0054,0.0243,0.0748,0.096,0.2032,0.4875,0.1088,0.5831,0.2145,0.0894,0.029,0.0373,0.0329,0.0137,False,0.058129,0.371161,0.0
City of London,coleman_street/south_to_north/001_n00415_N_R.jpg,n00415,coleman_street,south_to_north,R,1,N,True,,coleman_street,,,1,1.0346842500268039,7,6.669742310889443,2,1.8308017928286853,3,2.592266275085658,6,5.64599667379425,1,1.3529106029106028,5,4.644603234298609,5,5.110878661087866,6,5.603657217052586,1,1.4760585674713098,,,,,,,,,,,,1,7,2,2,6,1,5,6,6,1,0.9327,0.0362,0.0151,0.003,0.0049,0.0026,0.0055,0.0012,0.0025,0.016,0.0233,0.1342,0.2213,0.6015,0.3544,0.4016,0.1151,0.033,0.033,0.0374,0.0257,0.1404,0.3368,0.2043,0.1591,0.0852,0.0663,0.0079,0.0077,0.021,0.0645,0.0939,0.2553,0.4209,0.1367,0.5772,0.2727,0.0608,0.0154,0.0198,0.0254,0.0287,0.0193,0.0672,0.1613,0.2071,0.2659,0.2659,0.0132,0.0062,0.0314,0.1242,0.1807,0.2629,0.2979,0.0967,0.0109,0.043,0.1168,0.1168,0.17,0.4621,0.0803,0.5054,0.2387,0.1278,0.0366,0.0415,0.0366,0.0135,False,0.080548,0.268645,0.0
City of London,coleman_street/south_to_north/002_n00416_N_L.jpg,n00416,coleman_street,south_to_north,L,2,N,True,,coleman_street,,,1,1.024002100840336,6,6.3130755064456725,1,1.441849288735102,2,1.9844549390003936,6,5.982072755823083,1,1.3417689161554192,6,6.036537247474747,5,4.8404032469232785,6,5.927511961722488,1,1.290901835594573,,,,,,,,,,,,1,7,1,1,6,1,6,5,6,1,0.952,0.0224,0.0106,0.0024,0.0039,0.0024,0.0064,0.003,0.0072,0.0367,0.0472,0.1866,0.2715,0.4477,0.5202,0.3155,0.0621,0.0202,0.0229,0.0333,0.0259,0.3697,0.2541,0.1541,0.0935,0.0642,0.05,0.0143,0.009,0.0148,0.0403,0.0517,0.2045,0.3821,0.2976,0.5868,0.2772,0.0546,0.0122,0.0177,0.0258,0.0258,0.0012,0.0048,0.0217,0.0357,0.0972,0.6336,0.2057,0.007,0.0456,0.1405,0.1804,0.3819,0.2044,0.0402,0.0023,0.0089,0.0401,0.0583,0.1235,0.627,0.1399,0.6265,0.2305,0.0748,0.0189,0.0214,0.0189,0.0089,False,0.029939,0.104365,0.0
City of London,coleman_street/south_to_north/002_n00416_N_R.jpg,n00416,coleman_street,south_to_north,R,2,N,True,,coleman_street,,,1,1.0506909894969598,6,6.171791204862353,2,1.6870442391832767,2,2.1323664122137407,5,5.210809732748305,1,1.4597499023055882,6,5.83947820653023,5,4.90816032295271,6,5.620394451668834,2,1.823106283029947,,,,,,,,,,,,1,7,1,2,6,1,6,5,6,1,0.9045,0.051,0.0213,0.0047,0.0069,0.0037,0.0078,0.0024,0.0066,0.0379,0.0486,0.2178,0.2797,0.407,0.4114,0.4114,0.0715,0.0232,0.0263,0.0298,0.0263,0.289,0.3275,0.1547,0.1063,0.0645,0.0502,0.0077,0.0264,0.0559,0.1184,0.1342,0.2507,0.322,0.0922,0.5118,0.3104,0.0693,0.0175,0.0255,0.0327,0.0327,0.0016,0.0071,0.0319,0.0595,0.1834,0.6401,0.0764,0.0064,0.0469,0.1446,0.1638,0.3468,0.2384,0.0532,0.0066,0.0295,0.0908,0.1029,0.2179,0.4614,0.0908,0.386,0.3406,0.1609,0.0407,0.0359,0.028,0.008,False,0.039821,0.127711,0.0
City of London,coleman_street/south_to_north/003_n00417_N_L.jpg,n00417,coleman_street,south_to_north,L,3,N,True,,coleman_street,,,1,1.0403208324300888,6,5.740171787248101,2,1.5568026279770053,3,3.2475,6,5.715684165232358,1,1.4516566556868824,6,5.878504672897196,5,5.2826400924321195,6,5.906717534410532,1,1.4873807631160574,,,,,,,,,,,,1,6,1,2,6,1,6,5,6,1,0.9226,0.0405,0.0191,0.0038,0.0055,0.0029,0.0055,0.0055,0.0133,0.0675,0.0765,0.2672,0.3027,0.2672,0.469,0.3653,0.0719,0.0234,0.0234,0.0265,0.0206,0.1237,0.2311,0.18,0.18,0.1237,0.1402,0.0215,0.0046,0.014,0.0432,0.0915,0.2488,0.4648,0.1332,0.5161,0.313,0.0791,0.0177,0.0227,0.0257,0.0257,0.001,0.0051,0.0261,0.0627,0.1504,0.6741,0.0805,0.0026,0.0152,0.0682,0.1443,0.3462,0.3462,0.0772,0.0019,0.0074,0.0333,0.0549,0.1316,0.6684,0.1025,0.5032,0.3052,0.1123,0.0284,0.0251,0.0195,0.0063,False,0.075892,0.178077,0.0
City of London,coleman_street/south_to_north/003_n00417_N_R.jpg,n00417,coleman_street,south_to_north,R,3,N,True,,coleman_street,,,1,1.024002100840336,7,6.859853827413771,2,1.6641333333333335,1,1.3763945457765185,6,5.719090667375698,1,1.3198633561073154,5,5.325013713658804,5,5.057628979143798,6,5.866322008862629,2,2.0780215231788075,,,,,,,,,,,,1,7,1,1,6,1,6,5,6,1,0.952,0.0224,0.0106,0.0024,0.0039,0.0024,0.0064,0.0015,0.0025,0.0098,0.0143,0.0565,0.1355,0.7799,0.4249,0.375,0.0837,0.0272,0.0272,0.0349,0.0272,0.5647,0.2354,0.0866,0.0464,0.0319,0.0248,0.0103,0.01,0.024,0.0654,0.0951,0.2281,0.3761,0.2013,0.6001,0.2502,0.0558,0.016,0.0181,0.0299,0.0299,0.0461,0.076,0.1253,0.1253,0.1823,0.3859,0.0592,0.0106,0.0475,0.1291,0.1657,0.2733,0.2733,0.1005,0.0032,0.0144,0.0571,0.0733,0.1552,0.5416,0.1552,0.3516,0.2416,0.2132,0.0611,0.0611,0.0539,0.0175,False,0.005674,0.174737,0.0
City of London,coleman_street/south_to_north/004_n00418_N_L.jpg,n00418,coleman_street,south_to_north,L,4,N,True,,coleman_street,,,1,1.0390810810810809,6,6.154430379746835,2,1.819964349376114,3,3.3954720616570326,5,5.45746356833399,2,1.5802848366378108,5,5.249664429530202,5,5.4168646080760094,6,5.844885011895322,2,1.6261648745519715,,,,,,,,,,,,1,7,2,3,6,1,6,6,6,1,0.925,0.0406,0.0169,0.0038,0.0055,0.0026,0.0055,0.0045,0.0107,0.0544,0.0617,0.19,0.2765,0.4022,0.3496,0.4488,0.1135,0.0325,0.0223,0.0197,0.0136,0.1427,0.1617,0.2076,0.1832,0.1427,0.1427,0.0193,0.0184,0.0344,0.0934,0.1199,0.2539,0.326,0.154,0.4598,0.3581,0.0905,0.0229,0.0229,0.0229,0.0229,0.006,0.0267,0.1056,0.1972,0.2235,0.4175,0.0236,0.0029,0.0147,0.0745,0.1392,0.2947,0.3784,0.0957,0.0033,0.0131,0.0518,0.0753,0.1407,0.6305,0.0853,0.46,0.279,0.1493,0.0428,0.0333,0.026,0.0095,False,0.031147,0.230271,0.0
City of London,coleman_street/south_to_north/004_n00418_N_R.jpg,n00418,coleman_street,south_to_north,R,4,N,True,,coleman_street,,,1,1.037428540610506,7,6.554586808188021,2,1.5057074196455391,1,1.4025197719330513,6,6.327746432127448,2,1.9587207664130741,6,5.5938793291221955,5,4.738044254104212,6,5.567974339995065,2,2.152639087018545,,,,,,,,,,,,1,7,1,1,7,2,6,5,6,1,0.9271,0.0317,0.0192,0.0043,0.0062,0.0033,0.008,0.0024,0.0052,0.0263,0.0382,0.1511,0.2492,0.5276,0.4844,0.3329,0.0656,0.0273,0.0273,0.0351,0.0273,0.5437,0.1765,0.1071,0.0649,0.0446,0.0446,0.0186,0.0218,0.0193,0.036,0.0408,0.1423,0.3013,0.4384,0.3132,0.3549,0.0897,0.048,0.0544,0.0699,0.0699,0.0084,0.0293,0.0904,0.1161,0.2169,0.4591,0.0798,0.0261,0.0803,0.17,0.17,0.2802,0.2183,0.0552,0.0122,0.0427,0.1161,0.1161,0.1914,0.4053,0.1161,0.3467,0.2103,0.1856,0.0602,0.0774,0.0877,0.0322,False,0.005376,0.071122,0.0
City of London,coleman_street/south_to_north/005_n00419_N_L.jpg,n00419,coleman_street,south_to_north,L,5,N,True,,coleman_street,,,1,1.0522115064848685,7,6.546193573068095,2,1.6282084188911703,2,2.178857951864087,5,5.490810810810811,2,1.593291995490417,7,6.611783552865789,5,5.122171203673336,6,6.177488372093023,1,1.4158021489440535,,,,,,,,,,,,1,7,1,1,6,1,7,5,6,1,0.9021,0.0509,0.024,0.0054,0.0078,0.0037,0.0061,0.0027,0.0066,0.0334,0.0379,0.1167,0.2799,0.5228,0.4415,0.3896,0.0767,0.0249,0.022,0.0282,0.0171,0.3494,0.2119,0.165,0.1134,0.078,0.0688,0.0135,0.0074,0.0201,0.0702,0.1311,0.2775,0.4037,0.0901,0.4556,0.3548,0.0792,0.0227,0.0291,0.033,0.0257,0.002,0.0043,0.017,0.028,0.0461,0.3408,0.5618,0.0056,0.0321,0.1122,0.1632,0.3049,0.3049,0.0771,0.0013,0.0041,0.0184,0.0303,0.0824,0.5375,0.326,0.5398,0.225,0.1204,0.0345,0.0345,0.0345,0.0112,False,0.052445,0.216599,0.0
City of London,coleman_street/south_to_north/005_n00419_N_R.jpg,n00419,coleman_street,south_to_north,R,5,N,True,,coleman_street,,,1,1.0517546772943651,7,6.631849017220386,2,1.985981308411215,2,2.3330023828435267,5,5.221467889908256,2,1.7535407476201532,5,5.191068139963168,5,5.126580116159891,6,5.710001733402669,2,2.0886319845857417,,,,,,,,,,,,1,7,2,1,6,2,6,5,6,1,0.9033,0.051,0.0241,0.0054,0.0069,0.0033,0.0061,0.0018,0.0044,0.0223,0.0286,0.1283,0.2397,0.5749,0.2868,0.4173,0.1535,0.044,0.0388,0.0388,0.0208,0.2854,0.2518,0.1961,0.119,0.0818,0.0562,0.0098,0.0106,0.0325,0.1003,0.1653,0.2725,0.3499,0.0689,0.3801,0.4307,0.0848,0.0243,0.0275,0.0312,0.0214,0.0084,0.0377,0.1163,0.1917,0.2172,0.4058,0.0229,0.0061,0.035,0.122,0.1566,0.2927,0.2927,0.095,0.005,0.0224,0.0885,0.1002,0.1653,0.5769,0.0418,0.3114,0.3114,0.214,0.0613,0.0541,0.0372,0.0107,False,0.032077,0.102959,0.0
City of London,coleman_street/south_to_north/006_n00420_N_L.jpg,n00420,coleman_street,south_to_north,L,6,N,True,,coleman_street,,,1,1.0365827415536906,5,5.367038649972781,2,1.7540753948038716,3,2.7124645892351276,5,4.846562603786118,2,1.5475547149419075,4,4.204415234243344,5,4.989841649238124,5,5.161672305461576,2,1.732469512195122,,,,,,,,,,,,1,5,1,1,5,1,4,5,6,1,0.9294,0.0408,0.015,0.003,0.0043,0.0026,0.0049,0.0041,0.0142,0.0723,0.0929,0.3674,0.2525,0.1966,0.3926,0.3926,0.1125,0.0365,0.0221,0.0284,0.0152,0.2266,0.2266,0.1765,0.1375,0.1071,0.1071,0.0186,0.0117,0.0407,0.1422,0.2069,0.3011,0.2657,0.0317,0.4752,0.3701,0.0826,0.0184,0.0184,0.0209,0.0144,0.0215,0.085,0.18,0.2967,0.2039,0.2039,0.009,0.0054,0.0311,0.1231,0.1791,0.3347,0.2606,0.0659,0.015,0.0523,0.1422,0.1611,0.2069,0.3865,0.036,0.4211,0.328,0.1549,0.0392,0.0305,0.021,0.0053,False,0.037826,0.247103,0.0
City of London,coleman_street/south_to_north/006_n00420_N_R.jpg,n00420,coleman_street,south_to_north,R,6,N,True,,coleman_street,,,1,1.0194048486109666,6,6.010901399284087,1,1.1939147504206393,2,1.775686385508067,6,5.504984768762116,1,1.1400953731150922,4,3.9778675904541956,5,4.722140762463343,5,4.934472934472934,1,1.2409145070002978,,,,,,,,,,,,1,7,1,1,6,1,4,5,6,1,0.9611,0.0199,0.0083,0.0019,0.0027,0.0016,0.0045,0.003,0.0072,0.0416,0.0534,0.2393,0.3073,0.3482,0.7132,0.2043,0.0313,0.0102,0.0131,0.0148,0.0131,0.4004,0.3533,0.13,0.0614,0.0329,0.0176,0.0044,0.0159,0.0336,0.0913,0.1172,0.2482,0.3611,0.1328,0.7759,0.1528,0.0301,0.0067,0.0086,0.0098,0.0161,0.031,0.1083,0.2292,0.2598,0.1785,0.1785,0.0147,0.0106,0.0474,0.146,0.2407,0.2728,0.2407,0.0418,0.0163,0.0646,0.1755,0.1755,0.1755,0.3716,0.021,0.6714,0.218,0.0708,0.0139,0.0123,0.0085,0.0051,False,0.025696,0.089762,0.0
City of London,coleman_street/south_to_north/007_n00421_N_L.jpg,n00421,coleman_street,south_to_north,L,7,N,True,,coleman_street,,,1,1.035948414830736,7,6.622671353251318,2,1.5295770877944326,3,2.5436363636363635,4,4.176470588235294,1,1.4144553720541846,4,3.5364897466827507,5,5.160217460825072,5,5.243987172634954,1,1.351810537154625,,,,,,,,,,,,1,7,1,2,5,1,3,5,6,1,0.9305,0.0361,0.017,0.0034,0.0049,0.0026,0.0055,0.0016,0.0038,0.025,0.0364,0.127,0.2372,0.569,0.4797,0.3736,0.0649,0.0186,0.0211,0.0211,0.0211,0.1699,0.3174,0.1925,0.1499,0.0909,0.0708,0.0085,0.058,0.1083,0.2023,0.1785,0.2293,0.2023,0.0213,0.5389,0.3269,0.0568,0.0144,0.0184,0.0209,0.0237,0.0783,0.1658,0.2412,0.1658,0.1658,0.1658,0.0175,0.0039,0.0227,0.1015,0.1674,0.3127,0.3127,0.0791,0.0174,0.0607,0.1457,0.1457,0.1871,0.3961,0.0473,0.5827,0.2429,0.1013,0.0256,0.0226,0.0176,0.0073,False,0.057486,0.184559,0.0
City of London,coleman_street/south_to_north/007_n00421_N_R.jpg,n00421,coleman_street,south_to_north,R,7,N,True,,coleman_street,,,1,1.016285802915934,6,5.87888198757764,1,1.1459830176355323,1,1.3439247585155059,6,5.882702091577162,1,1.0490466218450347,2,2.310894141829394,4,4.272630684232895,3,2.8862038664323375,1,1.10515125744138,,,,,,,,,,,,1,6,1,1,6,1,2,5,2,1,0.9671,0.0156,0.0065,0.0015,0.0024,0.0019,0.0051,0.0083,0.0156,0.0615,0.0697,0.2148,0.3542,0.2758,0.7655,0.1507,0.0336,0.0109,0.0109,0.0124,0.0159,0.5901,0.2787,0.0705,0.0294,0.0178,0.0095,0.004,0.0121,0.02,0.0543,0.0697,0.2146,0.3538,0.2756,0.9073,0.0512,0.0147,0.0037,0.0048,0.0054,0.0129,0.2576,0.2919,0.1771,0.0836,0.0836,0.0948,0.0113,0.0248,0.0981,0.2077,0.2353,0.2666,0.1427,0.0248,0.1772,0.2276,0.2276,0.138,0.1075,0.1075,0.0145,0.8231,0.1262,0.0319,0.0063,0.0049,0.0038,0.0038,False,0.027274,0.079091,0.0
City of London,coleman_street/south_to_north/008_n00422_N_L.jpg,n00422,coleman_street,south_to_north,L,8,N,True,,coleman_street,,,1,1.0731298416001849,6,5.904611013986014,2,1.5732165206508133,4,4.306520704426464,2,2.1425983436853,1,1.2488187776253619,2,2.0521778584392014,4,4.032623470774808,4,3.982479784366577,1,1.111124830225954,,,,,,,,,,,,1,6,1,6,1,1,1,3,6,1,0.8649,0.0488,0.0261,0.0085,0.0179,0.0158,0.0179,0.0228,0.0228,0.0702,0.0619,0.1486,0.4576,0.2162,0.465,0.3196,0.0713,0.0232,0.0337,0.049,0.0382,0.0284,0.1274,0.1636,0.2101,0.2101,0.2381,0.0221,0.361,0.1932,0.1328,0.0627,0.1034,0.1172,0.0296,0.6561,0.114,0.0475,0.0175,0.0327,0.0539,0.0784,0.3634,0.2204,0.1515,0.0715,0.0715,0.0919,0.0298,0.0558,0.1339,0.2207,0.2207,0.1719,0.1339,0.0632,0.1429,0.1113,0.1429,0.1113,0.1261,0.2671,0.0982,0.8099,0.1096,0.0356,0.0102,0.0116,0.0116,0.0116,False,0.059338,0.117013,0.0
