city,file,node_id,street,walk,side,seq,cardinal,usable,exclude_reason,osm_name,typology,face_id,vertical_greenery_median_round,vertical_greenery_median,vertical_hardscape_median_round,vertical_hardscape_median,green_eye_level_median_round,green_eye_level_median,sky_openness_median_round,sky_openness_median,walkable_ground_median_round,walkable_ground_median,green_softening_median_round,green_softening_median,signage_detail_median_round,signage_detail_median,facade_variation_median_round,facade_variation_median,ground_floor_activity_median_round,ground_floor_activity_median,resting_affordance_median_round,resting_affordance_median,arc_vegetation,arc_sky,arc_building,H_m,W_facade,HW_facade,HW_effective,HW_source,node_GVI,node_VEI,node_SVF_band,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7
"Murray Hill, Manhattan",east_41st_street/east_to_west/043_n00598_W.jpg,n00598,east_41st_street,east_to_west,W,43,W,True,,East 41st Street,mid_block,f23,3,2.8593817088879345,6,5.554078995939461,2,2.394386054857729,2,2.3018259935553167,4,4.298333333333333,3,2.748467824310521,5,5.223123732251521,6,5.666207335170659,5,5.477463942307692,2,1.6510500807754442,,,,63.41364000000001,18.41845225537108,3.442940759667126,3.442940759667126,measured,0.0,0.9550188246155392,0.0229773892792441,3,5,2,2,5,2,6,6,6,1,0.2056,0.2056,0.2329,0.1601,0.11,0.0756,0.0102,0.0093,0.0222,0.0997,0.0879,0.2709,0.2709,0.2391,0.1435,0.3901,0.2366,0.087,0.0598,0.0678,0.0151,0.1993,0.3724,0.1993,0.1209,0.0647,0.0392,0.0041,0.0251,0.0875,0.21,0.21,0.2379,0.21,0.0195,0.1346,0.2849,0.1958,0.0816,0.1048,0.1346,0.0636,0.0051,0.0334,0.1164,0.1694,0.2465,0.4063,0.0229,0.0028,0.0161,0.0723,0.1351,0.1966,0.4717,0.1052,0.0137,0.054,0.1469,0.1296,0.1664,0.4523,0.0371,0.4504,0.3095,0.1462,0.037,0.0288,0.0224,0.0057
"Murray Hill, Manhattan",east_41st_street/east_to_west/044_n00597_W.jpg,n00597,east_41st_street,east_to_west,W,44,W,True,,East 41st Street,mid_block,f23,4,3.839795918367347,6,6.355668016194332,4,3.7348251028806585,3,3.045933417614833,5,4.649178491411501,5,4.590277777777778,6,5.740022898266274,6,5.946924428822496,6,5.772797000170445,2,2.233927323549965,,,,79.639668,18.326902178058,4.345506252297734,4.345506252297734,measured,0.0223373708938789,0.9519616036195206,0.0257644710962246,4,7,3,2,5,6,6,6,6,1,0.0579,0.1082,0.229,0.294,0.1783,0.1226,0.0101,0.0058,0.0123,0.0486,0.0551,0.1697,0.247,0.4614,0.0298,0.1336,0.2829,0.1944,0.1716,0.1716,0.016,0.0989,0.2688,0.2373,0.2094,0.1121,0.068,0.0056,0.0151,0.0598,0.1841,0.2086,0.2678,0.2364,0.0282,0.0386,0.1346,0.1959,0.1346,0.1728,0.2515,0.072,0.0017,0.0099,0.0502,0.0938,0.1985,0.6114,0.0345,0.0012,0.0049,0.0283,0.068,0.1439,0.569,0.1847,0.0065,0.0258,0.09,0.09,0.1309,0.5867,0.0701,0.2862,0.2862,0.2526,0.0724,0.0564,0.0387,0.0076
"Murray Hill, Manhattan",east_41st_street/east_to_west/045_n00596_W.jpg,n00596,east_41st_street,east_to_west,W,45,W,True,,East 41st Street,mid_block,f23,1,1.3935536294691224,6,6.198471615720524,2,2.175852405418029,3,3.1333479789103693,5,5.364817415730338,2,2.1478624236579877,6,5.8006069553805775,6,6.135425442291491,6,6.0261647535449026,2,2.0965138799225307,,,,102.796848,18.46412650375392,5.567382133083876,5.567382133083876,measured,0.0,0.9106808455552936,0.0431169044500042,1,7,2,2,6,2,6,6,6,1,0.5538,0.2037,0.14,0.0401,0.0354,0.0167,0.0101,0.0061,0.0114,0.0579,0.0656,0.2021,0.229,0.4279,0.2023,0.4282,0.2023,0.0657,0.0451,0.0398,0.0166,0.1218,0.2276,0.2276,0.1772,0.138,0.0949,0.0128,0.0067,0.0234,0.0925,0.1345,0.2848,0.3657,0.0925,0.2746,0.3111,0.1665,0.0613,0.0694,0.0694,0.0477,0.0017,0.0087,0.05,0.0825,0.1747,0.6096,0.0728,0.0012,0.0047,0.0304,0.0567,0.1059,0.4748,0.3263,0.0027,0.0096,0.0379,0.0486,0.0908,0.5924,0.2179,0.3098,0.3098,0.2129,0.061,0.0538,0.0419,0.0106
"Murray Hill, Manhattan",east_41st_street/east_to_west/046_n00595_W.jpg,n00595,east_41st_street,east_to_west,W,46,W,True,,East 41st Street,mid_block,f23,3,2.941565600882029,6,5.796548956661316,3,2.5901515151515153,3,2.6064181217555453,5,5.4717182497331915,2,2.4403852033017426,6,5.55866935483871,6,5.792614811750104,6,5.851867151354924,2,1.9363730929264908,,,,102.796848,20.73092293809939,4.95862380594158,4.95862380594158,measured,0.4467248635038506,0.9003839698002551,0.0515439969979662,3,7,2,2,6,2,6,6,6,1,0.1178,0.22,0.3628,0.1942,0.0714,0.0298,0.004,0.0097,0.018,0.0917,0.0917,0.2199,0.2492,0.3199,0.1376,0.33,0.33,0.1071,0.0506,0.0394,0.0053,0.165,0.3083,0.2119,0.1457,0.1001,0.0607,0.0082,0.0051,0.0204,0.0711,0.1328,0.2811,0.409,0.0805,0.1751,0.3271,0.2248,0.0827,0.0827,0.073,0.0345,0.0029,0.017,0.0761,0.1421,0.2343,0.496,0.0317,0.0022,0.0129,0.0654,0.1222,0.1569,0.4834,0.1569,0.0052,0.0207,0.0723,0.0723,0.1192,0.6052,0.1052,0.3703,0.2884,0.1982,0.0568,0.0442,0.0344,0.0077
"Murray Hill, Manhattan",east_41st_street/west_to_east/001_n00595_E.jpg,n00595,east_41st_street,west_to_east,W,1,E,True,,East 41st Street,mid_block,f23,1,1.1579750530785562,6,6.263659466327827,2,2.144364508393285,3,3.0623080298376477,5,4.833698030634573,2,2.0583451202263086,6,5.5867265469061875,6,6.098769168684423,6,5.87036379769299,2,1.6770319183942086,,,,102.796848,20.73092293809939,4.95862380594158,4.95862380594158,measured,0.4467248635038506,0.9003839698002551,0.0515439969979662,1,7,2,2,5,1,6,6,6,1,0.7536,0.131,0.0619,0.0156,0.0201,0.0095,0.0084,0.0063,0.0133,0.0597,0.0597,0.1839,0.2361,0.4411,0.2232,0.417,0.197,0.0639,0.0439,0.0388,0.0162,0.1382,0.2279,0.2279,0.1775,0.122,0.095,0.0113,0.012,0.0477,0.1663,0.1885,0.2742,0.2742,0.0371,0.3204,0.2828,0.1715,0.0557,0.0631,0.0631,0.0434,0.0026,0.0151,0.0768,0.1267,0.2366,0.501,0.0411,0.0012,0.0049,0.028,0.0592,0.1106,0.4956,0.3006,0.0055,0.0193,0.0673,0.0763,0.1257,0.5635,0.1425,0.4421,0.3039,0.1435,0.0411,0.0363,0.0249,0.0081
"Murray Hill, Manhattan",east_41st_street/west_to_east/002_n00596_E.jpg,n00596,east_41st_street,west_to_east,W,2,E,True,,East 41st Street,mid_block,f23,3,2.7552062868369354,6,5.785340314136126,3,2.7218750000000003,2,2.1938055410350232,4,4.121059544658494,2,2.448940998487141,6,5.9192947247706424,6,5.910962664714495,6,5.805687203791469,2,1.9071029776674937,,,,102.796848,18.46412650375392,5.567382133083876,5.567382133083876,measured,0.0,0.9106808455552936,0.0431169044500042,1,7,3,2,3,2,6,6,6,1,0.2545,0.1749,0.2545,0.1544,0.0936,0.0568,0.0112,0.0075,0.0159,0.0806,0.0806,0.2483,0.2483,0.3188,0.1587,0.2617,0.336,0.1236,0.0584,0.0515,0.0101,0.2321,0.3826,0.1807,0.1096,0.0587,0.0314,0.0048,0.0273,0.0952,0.2284,0.2284,0.2284,0.1778,0.0146,0.2333,0.2644,0.2333,0.0858,0.0758,0.0758,0.0316,0.0009,0.0047,0.0306,0.0505,0.1212,0.6976,0.0944,0.0015,0.0078,0.0449,0.0838,0.1382,0.5464,0.1774,0.0041,0.0185,0.0731,0.0828,0.1365,0.6119,0.0731,0.3654,0.3224,0.1956,0.0494,0.034,0.0265,0.0067
"Murray Hill, Manhattan",east_41st_street/west_to_east/003_n00597_E.jpg,n00597,east_41st_street,west_to_east,W,3,E,True,,East 41st Street,mid_block,f23,4,4.266245487364621,6,5.578199863107461,3,3.4402985074626864,2,2.12741456166419,4,3.943605474280321,3,3.3892418466751377,6,5.714621001390821,6,5.706720977596741,6,5.750436452513966,2,1.7991498405951116,,,,79.639668,18.326902178058,4.345506252297734,4.345506252297734,measured,0.0223373708938789,0.9519616036195206,0.0257644710962246,4,5,3,2,3,3,6,6,6,1,0.0241,0.0578,0.157,0.3324,0.2589,0.157,0.0129,0.0061,0.0145,0.0837,0.0837,0.2922,0.2922,0.2276,0.0825,0.1361,0.2881,0.198,0.1201,0.1542,0.0209,0.2449,0.4038,0.1683,0.1021,0.0482,0.0292,0.0035,0.0287,0.1001,0.272,0.2119,0.2119,0.165,0.0105,0.1264,0.1432,0.2361,0.1432,0.1264,0.1838,0.041,0.0021,0.0105,0.0535,0.0999,0.2116,0.5752,0.0472,0.0018,0.0102,0.0586,0.1241,0.2047,0.491,0.1096,0.0044,0.0222,0.0878,0.0995,0.1448,0.5728,0.0684,0.4107,0.2823,0.1712,0.0491,0.0433,0.0337,0.0097
"Murray Hill, Manhattan",east_41st_street/west_to_east/004_n00598_E.jpg,n00598,east_41st_street,west_to_east,W,4,E,True,,East 41st Street,mid_block,f23,2,2.331151118385161,6,5.92862467387253,2,1.8920427553444181,3,2.703776360961256,5,4.637525354969575,2,1.7388906397730857,6,5.839946500222916,6,5.927595087163233,6,5.859405940594059,2,1.7203647416413372,,,,63.41364000000001,18.41845225537108,3.442940759667126,3.442940759667126,measured,0.0,0.9550188246155392,0.0229773892792441,1,7,2,2,5,1,6,6,6,1,0.3425,0.1833,0.2354,0.1112,0.0764,0.0409,0.0103,0.0043,0.0104,0.0678,0.0678,0.2368,0.2683,0.3445,0.3278,0.421,0.1367,0.0392,0.0305,0.0305,0.0144,0.1588,0.2966,0.2039,0.1799,0.0963,0.0584,0.0062,0.0229,0.0706,0.192,0.192,0.2465,0.2465,0.0294,0.4074,0.3173,0.1167,0.0334,0.0429,0.0487,0.0334,0.0011,0.0066,0.043,0.0709,0.1501,0.6729,0.0552,0.0013,0.0056,0.0366,0.0774,0.1639,0.5048,0.2104,0.0021,0.0106,0.0539,0.0692,0.1293,0.6565,0.0784,0.4308,0.2961,0.1585,0.0401,0.0354,0.0312,0.0079
"Murray Hill, Manhattan",east_41st_street/west_to_east/005_n00599_E.jpg,n00599,east_41st_street,west_to_east,W,5,E,True,,East 41st Street,mid_block,f23,3,3.063597217621729,6,5.566885964912281,3,3.288167426884894,2,2.363227438852966,5,4.546621888581588,3,3.289893617021277,6,5.828392670936988,6,5.854182225541448,6,5.885533596837945,2,2.4757427604362547,,,,63.41364000000001,18.479005794338647,3.431658645803761,3.431658645803761,measured,0.1082226063424622,0.9647500554270244,0.0197080538545379,3,5,3,2,5,3,6,6,6,2,0.1616,0.1616,0.3019,0.1831,0.1111,0.0674,0.0133,0.0064,0.0154,0.0888,0.1007,0.2736,0.2736,0.2415,0.0445,0.1554,0.3727,0.1995,0.121,0.0942,0.0128,0.1904,0.3557,0.1904,0.1309,0.0794,0.0481,0.0051,0.0235,0.0822,0.1971,0.1971,0.2531,0.2234,0.0235,0.07,0.2157,0.2444,0.1483,0.1483,0.1308,0.0425,0.001,0.0051,0.0334,0.0708,0.1697,0.6713,0.0486,0.0013,0.0067,0.044,0.1055,0.1535,0.5356,0.1535,0.0029,0.0116,0.0519,0.0667,0.1245,0.6325,0.1099,0.2347,0.2659,0.2659,0.0863,0.0762,0.0593,0.0117
"Murray Hill, Manhattan",east_41st_street/west_to_east/006_n00600_E.jpg,n00600,east_41st_street,west_to_east,W,6,E,True,,East 41st Street,mid_block,f23,1,1.2932523185161497,6,5.92512908777969,2,2.1092620976571053,3,2.5751840168243953,5,4.5601167315175095,2,2.035,6,5.59624145785877,6,5.729016532428996,6,5.8784870364292745,2,1.6574164232392081,,,,134.366508,18.520251784447904,7.255112379888497,7.255112379888497,measured,0.06920952866444,0.963459447718267,0.020026724872915,1,7,2,2,5,2,6,6,6,1,0.6254,0.1792,0.1087,0.0311,0.0311,0.0167,0.0079,0.0077,0.0164,0.0832,0.0734,0.1996,0.2905,0.3291,0.2157,0.4567,0.1904,0.0545,0.0375,0.0331,0.0122,0.1679,0.3136,0.1902,0.1481,0.1018,0.07,0.0084,0.0211,0.0736,0.2002,0.2002,0.257,0.2268,0.0211,0.3001,0.34,0.1606,0.0521,0.0591,0.0521,0.0358,0.0015,0.0109,0.0713,0.1175,0.2488,0.5268,0.0231,0.0022,0.0111,0.0638,0.1193,0.1967,0.4718,0.1352,0.0025,0.0112,0.0567,0.0642,0.136,0.6094,0.12,0.4483,0.3081,0.1456,0.0368,0.0325,0.0223,0.0064
"Murray Hill, Manhattan",east_41st_street/west_to_east/007_n00601_E.jpg,n00601,east_41st_street,west_to_east,W,7,E,True,,East 41st Street,mid_block,f23,1,1.4154059040590405,7,6.503407496492283,3,3.0530451866404715,2,2.3977238239757206,5,5.3810801144492135,3,3.081279028224366,5,5.0447611401043755,6,5.569784001898885,6,5.936520109066121,2,1.5036605657237936,,,,123.559824,18.520227850126886,6.671614679900035,6.671614679900035,measured,0.0511855395771725,0.9625393781147024,0.0204852105958888,1,7,3,2,6,3,6,6,6,1,0.542,0.1994,0.1553,0.0445,0.0347,0.0164,0.0077,0.0055,0.0117,0.0526,0.0526,0.1429,0.2357,0.4989,0.0802,0.1924,0.4072,0.1698,0.0909,0.0551,0.0045,0.1998,0.3295,0.1764,0.1373,0.0833,0.0649,0.0088,0.0096,0.026,0.0908,0.1321,0.2796,0.3591,0.1029,0.0802,0.247,0.2799,0.1697,0.1322,0.0708,0.0203,0.0075,0.0382,0.1511,0.1712,0.2491,0.3624,0.0204,0.0032,0.021,0.094,0.155,0.199,0.4213,0.1065,0.0024,0.0107,0.0546,0.0618,0.1155,0.5868,0.1681,0.4954,0.3005,0.1253,0.0279,0.0247,0.0192,0.0071
"Murray Hill, Manhattan",east_41st_street/west_to_east/008_n00602_E.jpg,n00602,east_41st_street,west_to_east,W,8,E,True,,East 41st Street,mid_block,f23,1,1.263344646713977,6,6.331434489901605,2,2.217522294528802,3,2.7857747671464863,5,5.063504823151125,2,2.1436764261998187,5,5.477871443624868,6,5.981845049609458,6,5.754715183844541,2,1.7415540540540542,,,,134.366508,18.52308119564008,7.254004157344345,7.254004157344345,measured,0.1057997155884885,0.9265830801495342,0.0374944576515134,1,7,2,2,6,2,6,6,6,1,0.6482,0.1857,0.0877,0.0222,0.0285,0.0173,0.0105,0.0085,0.0158,0.071,0.0553,0.1931,0.1931,0.4632,0.196,0.4149,0.2221,0.0721,0.0386,0.0437,0.0125,0.1264,0.3033,0.2362,0.1623,0.0985,0.0677,0.0056,0.018,0.049,0.1509,0.1509,0.2488,0.3195,0.0629,0.258,0.3313,0.1565,0.0576,0.0739,0.0652,0.0576,0.0065,0.033,0.1304,0.1478,0.1898,0.4552,0.0374,0.0019,0.0087,0.0441,0.0823,0.1357,0.4737,0.2536,0.0109,0.0336,0.1034,0.0912,0.1327,0.5249,0.1034,0.418,0.3256,0.1538,0.0389,0.0303,0.0267,0.0068
"Murray Hill, Manhattan",east_41st_street/west_to_east/009_n00603_E.jpg,n00603,east_41st_street,west_to_east,W,9,E,True,,East 41st Street,mid_block,f23,1,1.1433520721662962,6,5.626122082585278,2,2.1781583629893237,2,2.150928486764125,5,5.220114170584285,2,1.9805356586733107,4,4.0198448905109485,6,5.520168983374217,6,5.556704545454545,1,1.4577396996534464,,,,109.441488,,,4.8321276221328695,radius_mean,0.5381204817115142,0.9469095892536378,0.022479364408848,1,7,2,1,6,1,3,6,6,1,0.7649,0.1035,0.0432,0.0159,0.0336,0.0231,0.0159,0.0387,0.0439,0.1192,0.0929,0.1966,0.2228,0.286,0.1874,0.4496,0.2124,0.0608,0.0418,0.0326,0.0154,0.3249,0.2531,0.1535,0.0725,0.0822,0.0931,0.0208,0.0079,0.0314,0.1095,0.1407,0.2978,0.3374,0.0753,0.3211,0.3211,0.1338,0.0492,0.0632,0.0558,0.0558,0.0262,0.1035,0.2484,0.2192,0.1934,0.1934,0.0159,0.0111,0.0438,0.135,0.135,0.1733,0.3669,0.135,0.0171,0.0525,0.1261,0.1261,0.1619,0.44,0.0765,0.5194,0.315,0.1023,0.0259,0.0201,0.0122,0.0051
"Murray Hill, Manhattan",east_41st_street/west_to_east/010_n00604_E.jpg,n00604,east_41st_street,west_to_east,W,10,E,True,,East 41st Street,mid_block,f23,1,1.4864433811802231,6,6.330536225951699,3,2.908858166922683,3,2.9202053196453566,6,5.58236582694414,3,2.774883523930538,6,5.848113511770396,6,5.977426636568849,6,5.978979211914366,2,2.3013931362555216,,,,95.323152,39.54905466789186,2.4102510869213947,2.4102510869213947,measured,0.0415349388636496,0.9015328614882584,0.0422659906874492,1,7,3,2,6,2,6,6,6,2,0.5016,0.2091,0.1628,0.0529,0.0412,0.022,0.0104,0.0045,0.0084,0.0481,0.0481,0.1903,0.2443,0.4564,0.0988,0.2369,0.3906,0.1437,0.0679,0.0529,0.0092,0.13,0.2752,0.2143,0.1669,0.1147,0.0894,0.0094,0.0035,0.0138,0.0545,0.1154,0.2769,0.4565,0.0793,0.1115,0.3031,0.2361,0.1115,0.0984,0.0984,0.041,0.0012,0.0054,0.035,0.0654,0.1777,0.6202,0.0951,0.0012,0.0052,0.034,0.072,0.1344,0.5316,0.2216,0.0023,0.0081,0.0364,0.0467,0.0989,0.6446,0.163,0.2597,0.2943,0.2597,0.0744,0.0579,0.0451,0.0089
"Murray Hill, Manhattan",east_41st_street/west_to_east/011_n00605_E.jpg,n00605,east_41st_street,west_to_east,W,11,E,True,,East 41st Street,mid_block,f23,1,1.320082644628099,7,6.751688935595256,2,2.1560647965231134,2,2.307750075097627,5,5.071005917159763,2,2.0857746107152284,5,5.372822299651568,6,5.68344811208739,6,5.798962728551336,2,1.6887043189368771,,,,87.133176,21.7951738491992,3.99781972848092,3.99781972848092,measured,0.1224936479292481,0.9587036065845672,0.0213346993382132,1,7,2,2,6,2,6,6,6,1,0.605,0.1964,0.1191,0.0341,0.0266,0.0111,0.0076,0.0031,0.0051,0.0293,0.0258,0.1022,0.1684,0.6661,0.1643,0.5062,0.211,0.0605,0.0286,0.0222,0.0072,0.2288,0.3329,0.1782,0.1388,0.0656,0.0511,0.0047,0.0184,0.0566,0.1357,0.1538,0.2535,0.3255,0.0566,0.2604,0.3789,0.1579,0.0513,0.0581,0.0581,0.0352,0.0033,0.0212,0.095,0.1567,0.2583,0.4259,0.0396,0.0025,0.0127,0.0732,0.1367,0.1989,0.4211,0.1549,0.0049,0.0195,0.077,0.0872,0.1438,0.5688,0.0988,0.438,0.301,0.1422,0.0407,0.036,0.0317,0.0103
"Murray Hill, Manhattan",east_41st_street/west_to_east/012_n00606_E.jpg,n00606,east_41st_street,west_to_east,W,12,E,True,,East 41st Street,mid_block,f23,1,1.114571746384872,7,6.52705606563782,2,1.9967658473479948,2,2.381328252585738,5,4.862541528239202,2,1.953452685421995,5,4.754558204768583,6,5.711270871985158,6,5.630659898477157,1,1.487370723945903,,,,95.323152,21.61509207315288,4.410027571355876,4.410027571355876,measured,0.0955061537817204,0.9581100042980896,0.0204256015482748,1,7,2,2,6,2,6,6,6,1,0.8091,0.1095,0.0456,0.0102,0.0131,0.0055,0.007,0.0039,0.0094,0.0476,0.0476,0.1662,0.2134,0.5119,0.2256,0.5411,0.1368,0.0346,0.0269,0.0238,0.0112,0.1735,0.3674,0.1966,0.1351,0.0723,0.0497,0.0052,0.0254,0.069,0.1655,0.1655,0.2408,0.2729,0.0609,0.3045,0.391,0.1438,0.0364,0.0467,0.0412,0.0364,0.0137,0.0613,0.1887,0.1887,0.2139,0.3112,0.0225,0.0026,0.013,0.0749,0.14,0.1797,0.4312,0.1586,0.0102,0.0404,0.1245,0.1245,0.1411,0.4925,0.0667,0.5028,0.305,0.1122,0.0284,0.025,0.0195,0.0072
"Murray Hill, Manhattan",east_41st_street/west_to_east/013_n00607_E.jpg,n00607,east_41st_street,west_to_east,W,13,E,True,,East 41st Street,mid_block,f23,1,1.0857900943396226,6,6.357078039927405,2,1.7908695652173914,2,2.3664890467732387,4,4.450377833753149,1,1.4688673650919153,5,4.591652323580035,6,5.772458878110502,6,5.689821558630736,2,1.5882991930477965,,,,97.785936,21.425458479065743,4.5640066977117,4.5640066977117,measured,0.0272833328439037,0.9581233380238092,0.0202432503624652,1,7,2,2,3,1,6,6,6,1,0.848,0.0789,0.0373,0.0083,0.0137,0.0065,0.0073,0.004,0.0097,0.0557,0.0492,0.1945,0.2204,0.4665,0.3583,0.46,0.1026,0.0229,0.0202,0.0202,0.0157,0.2049,0.3378,0.2049,0.1408,0.0665,0.0403,0.0048,0.0269,0.073,0.2249,0.1985,0.2249,0.2249,0.0269,0.5059,0.3068,0.0879,0.0196,0.0252,0.0222,0.0323,0.0131,0.0588,0.181,0.2324,0.2324,0.2633,0.0191,0.0022,0.0112,0.0642,0.1199,0.1744,0.4742,0.1539,0.0078,0.031,0.0954,0.1081,0.1573,0.5492,0.0511,0.4689,0.3222,0.1343,0.03,0.0233,0.016,0.0052
"Murray Hill, Manhattan",east_41st_street/west_to_east/014_n00608_E.jpg,n00608,east_41st_street,west_to_east,W,14,E,True,,East 41st Street,mid_block,f23,3,3.0791486531426675,5,5.276491540516473,2,2.1862769383205354,2,2.283417225950783,4,3.9511749347258487,2,1.9315755418958265,6,5.634946828016135,6,5.6807803147860785,6,5.754697642637513,2,1.8784975669099757,,,,143.076168,18.93492998730151,7.556202642204242,7.556202642204242,measured,0.0,0.9560830330773274,0.0220504884632565,3,5,2,2,3,1,6,6,6,1,0.1609,0.1609,0.3007,0.2066,0.1106,0.0522,0.008,0.0062,0.0148,0.0965,0.124,0.3369,0.2624,0.1592,0.2161,0.4037,0.2161,0.0702,0.0426,0.0376,0.0138,0.2169,0.3576,0.1689,0.1161,0.0798,0.0548,0.0058,0.0427,0.1161,0.2459,0.1915,0.217,0.169,0.0178,0.3503,0.3091,0.146,0.0474,0.0609,0.0537,0.0326,0.002,0.0113,0.0651,0.1217,0.2273,0.5454,0.0272,0.0024,0.0136,0.0692,0.1464,0.188,0.4511,0.1292,0.0039,0.02,0.0792,0.1017,0.148,0.5854,0.0617,0.3726,0.3288,0.176,0.0504,0.0393,0.027,0.006
"Murray Hill, Manhattan",east_41st_street/west_to_east/015_n00609_E.jpg,n00609,east_41st_street,west_to_east,W,15,E,True,,East 41st Street,mid_block,f23,3,2.7108045977011495,6,5.561960648947187,2,2.2256864254554785,2,2.266271373414231,4,4.196224540486836,2,2.120905099628504,6,5.8123169415754585,6,5.7809700038955985,6,5.858672551904529,2,1.9794921875,,,,143.076168,18.744828905823685,7.632834032192674,7.632834032192674,measured,0.0045614914375912,0.9582610649307002,0.0212159092234897,1,5,2,2,3,1,6,6,6,1,0.2793,0.1694,0.2175,0.1495,0.1028,0.0706,0.0108,0.0053,0.0127,0.083,0.094,0.2897,0.2897,0.2256,0.2086,0.3897,0.2086,0.0767,0.0465,0.0527,0.0171,0.2199,0.3626,0.1941,0.1177,0.063,0.0382,0.0046,0.0272,0.0951,0.2281,0.2013,0.2281,0.2013,0.0187,0.2961,0.2961,0.1585,0.0583,0.0661,0.0848,0.0401,0.0014,0.0082,0.047,0.0775,0.164,0.6487,0.0532,0.0021,0.0121,0.0613,0.1146,0.1667,0.5134,0.1298,0.0028,0.0127,0.0569,0.0731,0.1365,0.6117,0.1063,0.3481,0.3072,0.1863,0.0605,0.0471,0.0416,0.0093
"Murray Hill, Manhattan",east_41st_street/west_to_east/016_n00610_E.jpg,n00610,east_41st_street,west_to_east,W,16,E,True,,East 41st Street,mid_block,f23,2,1.5747991967871484,6,6.105425400739827,2,2.3723228995057664,3,2.8341416100872943,4,4.212049616066155,2,2.294891345787266,6,5.81117111036112,6,6.045769764216367,6,5.964517148727675,2,1.7892640968461293,,,,143.076168,18.55487746225436,7.710973478054793,7.710973478054793,measured,0.0110243625653091,0.9490779630500096,0.0221327394275509,1,7,2,2,3,1,6,6,6,1,0.4779,0.1992,0.1551,0.0571,0.0571,0.0392,0.0144,0.0057,0.0121,0.0615,0.0615,0.2147,0.2433,0.4011,0.172,0.3642,0.2503,0.0813,0.0558,0.0558,0.0205,0.1606,0.2647,0.2062,0.1606,0.1104,0.0859,0.0116,0.0428,0.1027,0.2173,0.1693,0.2173,0.2173,0.0333,0.2623,0.2623,0.1803,0.0663,0.0852,0.0852,0.0585,0.0019,0.0096,0.0551,0.0802,0.1698,0.5926,0.0909,0.0014,0.0064,0.0366,0.0683,0.1126,0.5047,0.2701,0.0023,0.0102,0.0458,0.0519,0.097,0.6327,0.16,0.4031,0.3139,0.1483,0.0425,0.0425,0.0375,0.0122
"Murray Hill, Manhattan",east_41st_street/west_to_east/017_n00611_E.jpg,n00611,east_41st_street,west_to_east,W,17,E,True,,East 41st Street,mid_block,f23,2,2.1365905848787445,7,6.563791807591131,2,2.4306768558951966,3,3.138227254978524,5,5.0077293026451395,2,2.237177445046193,6,5.684995507637017,6,5.977524920067707,6,6.041491228070176,2,1.8784277879341866,,,,135.88746,18.55423484244208,7.323797567181957,7.323797567181957,measured,0.0723231693680311,0.8920287486669078,0.054419948057122,1,7,2,3,5,2,6,6,6,1,0.3177,0.2804,0.2474,0.0803,0.0487,0.0179,0.0075,0.0036,0.0076,0.0386,0.0437,0.1525,0.2219,0.5322,0.1527,0.3664,0.2854,0.0926,0.0562,0.0341,0.0125,0.1067,0.226,0.2561,0.1994,0.121,0.0831,0.0077,0.0164,0.0506,0.1375,0.1558,0.2911,0.2911,0.0573,0.2445,0.3139,0.1904,0.0618,0.0794,0.0618,0.0481,0.0016,0.009,0.0586,0.0967,0.232,0.5565,0.0457,0.001,0.0052,0.034,0.072,0.1344,0.5317,0.2217,0.0021,0.0081,0.0364,0.0468,0.099,0.57,0.2376,0.3719,0.3282,0.1757,0.0503,0.0392,0.0269,0.0077
